epoch,loss,BinaryAccuracy,MSE,Test_loss,Test_BinaryAccuracy,Test_MSE
46,0.06305461567750231,0.93442625,0.06305462,0.048737854,0.9722222,0.048737854
47,0.0625624794295424,0.93442625,0.06256247,0.048217352,0.9722222,0.048217352
48,0.06198692576364293,0.93442625,0.06198693,0.047681484,0.9722222,0.047681484
49,0.061674723905495936,0.93442625,0.061674725,0.04689913,0.9722222,0.04689913
50,0.060967076783541775,0.93442625,0.060967077,0.046772383,0.9722222,0.046772387
51,0.06062320156545821,0.93442625,0.060623195,0.045625355,0.9722222,0.04562536
52,0.05995817100018507,0.93442625,0.059958167,0.046149567,0.9722222,0.046149567
53,0.059553018133690364,0.93442625,0.059553016,0.04535043,0.9722222,0.04535043
54,0.059126356929601706,0.93442625,0.059126362,0.045635074,0.9722222,0.045635074
55,0.058812301271961485,0.93442625,0.0588123,0.045045305,0.9722222,0.04504531
56,0.05836436629570166,0.93442625,0.05836436,0.04495354,0.9722222,0.04495354
57,0.057990634096328354,0.93442625,0.057990637,0.044572085,0.9722222,0.044572085
58,0.05768299393248973,0.93442625,0.057682995,0.043895986,0.9722222,0.043895982
59,0.057418525426984446,0.93442625,0.05741853,0.043665834,0.9722222,0.043665837
60,0.05700410172948232,0.93442625,0.0570041,0.04358515,0.9722222,0.04358515
61,0.05677020332592799,0.93442625,0.056770198,0.04391131,0.9722222,0.043911308
62,0.05640093827253727,0.93442625,0.05640094,0.04374874,0.9722222,0.043748744
63,0.0562233403172405,0.93442625,0.056223337,0.04363896,0.9699074,0.043638956
64,0.055905984077205664,0.93442625,0.05590598,0.043832753,0.9699074,0.043832753
65,0.05559551238166321,0.93442625,0.055595513,0.04297299,0.9699074,0.04297299
66,0.055395611884839616,0.93442625,0.05539561,0.04426926,0.9675926,0.044269264
67,0.05512338597327471,0.93442625,0.05512339,0.044556316,0.9675926,0.044556316
68,0.054880354578270896,0.94262296,0.054880362,0.04356151,0.9675926,0.04356151
69,0.05457762875365185,0.94262296,0.054577626,0.042779118,0.9699074,0.04277912
70,0.05447348382764832,0.94262296,0.054473486,0.043119185,0.9675926,0.043119185
71,0.05428711611865333,0.94262296,0.054287117,0.04334293,0.9675926,0.04334293
72,0.053977904010651875,0.94262296,0.053977907,0.04255691,0.9675926,0.042556908
73,0.053867935612377876,0.94262296,0.053867932,0.042719387,0.9675926,0.042719387
74,0.05362598049897151,0.93442625,0.053625982,0.04327826,0.9675926,0.04327826
75,0.05350383193533654,0.94262296,0.05350383,0.04314428,0.9675926,0.043144282
76,0.05323452738230117,0.93442625,0.05323453,0.044516675,0.9652778,0.044516675
77,0.05295745500785177,0.94262296,0.052957457,0.045246594,0.962963,0.045246594
78,0.0529745027776445,0.94262296,0.0529745,0.045467902,0.9606481,0.045467906
79,0.052801661641856075,0.94262296,0.05280167,0.04509476,0.9606481,0.045094755
80,0.05270357715866727,0.94262296,0.05270358,0.043880567,0.9652778,0.043880567
81,0.05256246784930957,0.94262296,0.052562468,0.043411322,0.9652778,0.043411322
82,0.05233040276426272,0.94262296,0.052330405,0.043073628,0.9652778,0.043073628
83,0.05203998016506495,0.94262296,0.052039977,0.043273643,0.9652778,0.043273643
84,0.05203860401143472,0.94262296,0.052038606,0.043438308,0.962963,0.043438308
85,0.05198012675601439,0.94262296,0.051980127,0.044434123,0.9606481,0.044434123
86,0.05179779328020351,0.94262296,0.05179779,0.044103283,0.9606481,0.044103283
87,0.0514395771382117,0.94262296,0.051439576,0.04255429,0.9652778,0.04255429
88,0.05134087023096251,0.94262296,0.051340867,0.041816834,0.9652778,0.041816834
89,0.0511911386207937,0.94262296,0.051191147,0.043308392,0.9606481,0.04330839
90,0.05102587933270413,0.94262296,0.051025882,0.04289198,0.962963,0.042891983
91,0.05091213845441759,0.94262296,0.050912138,0.041898675,0.9652778,0.041898675
92,0.051000548372776094,0.94262296,0.051000547,0.042188242,0.962963,0.042188242
93,0.050743322499329224,0.94262296,0.050743327,0.042438217,0.962963,0.042438213
94,0.05072369228582829,0.94262296,0.0507237,0.042537425,0.9606481,0.042537425
95,0.050698835491947064,0.94262296,0.050698835,0.042596582,0.9606481,0.042596582
96,0.05049195090551158,0.94262296,0.05049195,0.042864703,0.9606481,0.042864703
97,0.050418270681221344,0.94262296,0.050418276,0.042870037,0.9606481,0.042870034
98,0.05031243742626832,0.94262296,0.050312437,0.04287653,0.9606481,0.04287653
99,0.05033713087323122,0.94262296,0.050337125,0.042213608,0.9606481,0.042213608
